stream_id,datum,wochentag,uhrzeit,nutzer_id,song_id,gehoert_sek,geraet,quelle
E-04396,2026-06-08,Montag,21:21,U-0118,S-066,260,Smart Speaker,Album
E-04397,2026-06-08,Montag,22:54,U-0097,s-053,248,Tablet,Suche
E-04398,2026-06-08,Montag,23:20,U-0028,S-114,164,Handy,Album
E-04399,2026-06-09,Dienstag,05:13,U-0077,S-062,302,Smart Speaker,Autoplay
E-04400,2026-06-09,Dienstag,07:03,U-0049,S-077,138,Handy,Album
E-04401,2026-06-09,Dienstag,07:03,U-0010,S-096,196,Handy,Suche
E-04402,2026-06-09,Dienstag,07:58,U-0185,S-035,169,Handy,Playlist
E-04403,2026-06-09,Dienstag,08:07,U-0161,S-064,241,Desktop,Playlist
E-04404,2026-06-09,Dienstag,08:53,U-0105,S-011,164,Handy,Playlist
E-04405,2026-06-09,Dienstag,08:58,U-0007,S-117,248,Desktop,Autoplay
E-04406,2026-06-09,Dienstag,09:05,U-0011,S-025,194,Smart Speaker,Autoplay
E-04407,2026-06-09,Dienstag,13:17,U-0128,S-043,157,Handy,Suche
E-04408,2026-06-09,Dienstag,13:40,U-0039,S-078,208,Desktop,Suche
E-04409,2026-06-09,Dienstag,15:02,U-0120,S-064,241,Smart Speaker,Playlist
E-04410,2026-06-09,Dienstag,17:15,U-0145,s-025,194,Tablet,Suche
E-04411,2026-06-09,Dienstag,17:43,U-0027,S-078,28,Handy,Album
E-04412,2026-06-09,Dienstag,18:01,U-0081,s-092,204,Tablet,Album
E-04413,2026-06-09,Dienstag,18:15,U-0055,s-078,168,Tablet,Suche
E-04414,2026-06-09,Dienstag,18:45,U-0051,S-062,302,Smart Speaker,Playlist
E-04415,2026-06-09,Dienstag,18:51,U-0118,S-025,194,Smart Speaker,Playlist
E-04416,2026-06-09,Dienstag,19:38,U-0040,S-011,164,Desktop,Album
E-04417,2026-06-09,Dienstag,19:49,U-0049,S-079,17,Smart Speaker,Playlist
E-04418,2026-06-09,Dienstag,20:12,U-0037,s-011,12,Tablet,Album
E-04419,2026-06-09,Dienstag,21:00,U-0049,S-031,242,Handy,Suche
E-04420,2026-06-09,Dienstag,22:08,U-0182,S-011,164,Handy,Suche
E-04421,2026-06-09,Dienstag,22:53,U-0178,s-007,144,Tablet,Playlist
E-04422,2026-06-10,Mittwoch,05:01,U-0147,S-035,169,Handy,Album
E-04423,2026-06-10,Mittwoch,06:15,U-0151,S-041,189,Handy,Playlist
E-04424,2026-06-10,Mittwoch,06:42,U-0046,S-105,202,Handy,Playlist
E-04425,2026-06-10,Mittwoch,07:04,U-0184,S-025,131,Handy,Album
E-04426,2026-06-10,Mittwoch,07:08,U-0087,S-086,339,Handy,Playlist
E-04427,2026-06-10,Mittwoch,07:19,U-0065,S-025,28,Handy,Autoplay
E-04428,2026-06-10,Mittwoch,07:51,U-0087,S-021,223,Handy,Album
E-04429,2026-06-10,Mittwoch,08:12,U-0103,S-002,64,Handy,Playlist
E-04430,2026-06-10,Mittwoch,08:20,U-0122,s-115,26,Tablet,Suche
E-04431,2026-06-10,Mittwoch,08:24,U-0107,s-053,93,Tablet,Autoplay
E-04432,2026-06-10,Mittwoch,09:28,U-0184,S-082,114,Handy,Playlist
E-04433,2026-06-10,Mittwoch,11:01,U-0161,S-041,189,Handy,Album
E-04434,2026-06-10,Mittwoch,12:05,U-0133,s-025,152,Tablet,Playlist
E-04435,2026-06-10,Mittwoch,12:20,U-0166,S-050,332,Smart Speaker,Suche
E-04436,2026-06-10,Mittwoch,12:22,U-0181,S-072,8,Handy,Suche
E-04437,2026-06-10,Mittwoch,12:35,U-0051,S-079,19,Handy,Autoplay
E-04438,2026-06-10,Mittwoch,13:21,U-0020,S-029,19,Handy,Autoplay
E-04439,2026-06-10,Mittwoch,14:39,U-0115,S-105,25,Desktop,Playlist
E-04440,2026-06-10,Mittwoch,15:09,U-0102,S-002,29,,Playlist
E-04441,2026-06-10,Mittwoch,16:30,U-0181,S-083,169,Handy,Suche
E-04442,2026-06-10,Mittwoch,17:35,U-0176,s-064,241,Tablet,Suche
E-04443,2026-06-10,Mittwoch,17:56,U-0097,S-090,239,Handy,Playlist
E-04444,2026-06-10,Mittwoch,17:59,U-0091,S-086,7,Handy,Playlist
E-04445,2026-06-10,Mittwoch,17:59,U-0176,S-002,152,Handy,Autoplay
E-04446,2026-06-10,Mittwoch,18:02,U-0173,S-076,359,Smart Speaker,Autoplay
E-04447,2026-06-10,Mittwoch,19:05,U-0177,S-116,5,Handy,Playlist
E-04448,2026-06-10,Mittwoch,19:54,U-0056,S-025,194,Smart Speaker,Autoplay
E-04449,2026-06-10,Mittwoch,20:27,U-0052,S-047,12,Handy,Playlist
E-04450,2026-06-10,Mittwoch,20:43,U-0088,S-061,318,Handy,Album
E-04451,2026-06-10,Mittwoch,23:22,U-0040,S-005,205,Smart Speaker,Playlist
E-04452,2026-06-11,Donnerstag,02:17,U-0192,S-002,67,Handy,Suche
E-04453,2026-06-11,Donnerstag,06:23,U-0067,S-041,150,Handy,Album
E-04454,2026-06-11,Donnerstag,06:36,U-0150,S-064,11,Handy,Autoplay
E-04455,2026-06-11,Donnerstag,06:44,U-0188,S-074,5,Handy,Autoplay
E-04456,2026-06-11,Donnerstag,07:17,U-0107,S-004,156,Handy,Playlist
E-04457,2026-06-11,Donnerstag,07:34,U-0025,S-021,23,Handy,Autoplay
E-04458,2026-06-11,Donnerstag,07:57,U-0170,S-049,170,Handy,Playlist
E-04459,2026-06-11,Donnerstag,08:20,U-0042,S-100,113,Handy,Autoplay
E-04460,2026-06-11,Donnerstag,08:29,U-0063,S-092,204,Handy,Album
E-04461,2026-06-11,Donnerstag,08:59,U-0083,S-064,13,Handy,Autoplay
E-04462,2026-06-11,Donnerstag,10:12,U-0149,S-078,208,Desktop,Suche
E-04463,2026-06-11,Donnerstag,10:40,U-0034,S-116,21,Handy,Album
E-04464,2026-06-11,Donnerstag,11:21,,S-074,75,Desktop,Playlist
E-04465,2026-06-11,Donnerstag,11:53,U-0040,S-002,14,Desktop,Album
E-04466,2026-06-11,Donnerstag,13:15,U-0118,S-089,230,Desktop,Playlist
E-04467,2026-06-11,Donnerstag,13:58,U-0065,S-025,5,Handy,Album
E-04468,2026-06-11,Donnerstag,16:08,U-0068,S-002,152,Handy,Album
E-04469,2026-06-11,Donnerstag,16:35,U-0007,s-091,216,Tablet,Album
E-04470,2026-06-11,Donnerstag,16:58,U-0027,S-103,257,Handy,Suche
E-04471,2026-06-11,Donnerstag,17:14,U-0164,s-092,12,Tablet,Playlist
E-04472,2026-06-11,Donnerstag,17:18,U-0139,S-078,21,Smart Speaker,Playlist
E-04473,2026-06-11,Donnerstag,17:25,U-0049,S-048,135,Desktop,Playlist
E-04474,2026-06-11,Donnerstag,17:32,U-0066,S-046,273,Smart Speaker,Autoplay
E-04475,2026-06-11,Donnerstag,17:53,U-0059,S-114,416,Smart Speaker,Playlist
E-04476,2026-06-11,Donnerstag,19:17,U-0058,S-011,8,Handy,Playlist
E-04477,2026-06-11,Donnerstag,19:27,U-0058,s-011,28,Tablet,Playlist
E-04478,2026-06-11,Donnerstag,19:53,U-0102,S-096,9,Handy,Suche
E-04479,2026-06-11,Donnerstag,20:44,U-0143,S-011,164,Smart Speaker,Playlist
E-04480,2026-06-11,Donnerstag,21:41,U-0002,S-051,25,Smart Speaker,Suche
E-04481,2026-06-11,Donnerstag,23:23,U-0169,S-058,327,Smart Speaker,Suche
E-04482,2026-06-11,Donnerstag,23:46,,s-001,223,Tablet,Playlist
E-04483,2026-06-12,Freitag,00:17,U-0058,s-002,16,Tablet,Playlist
E-04484,2026-06-12,Freitag,06:30,U-0193,S-002,94,Desktop,Playlist
E-04485,2026-06-12,Freitag,06:34,U-0119,S-088,237,Handy,Suche
E-04486,2026-06-12,Freitag,06:57,U-0133,S-091,216,Desktop,Album
E-04487,2026-06-12,Freitag,07:29,U-0066,S-002,152,Desktop,Autoplay
E-04488,2026-06-12,Freitag,08:09,U-0008,S-025,99,Handy,Autoplay
E-04489,2026-06-12,Freitag,09:08,U-0175,S-096,50,Handy,Playlist
E-04490,2026-06-12,Freitag,09:12,U-0120,S-097,195,Handy,Suche
E-04491,2026-06-12,Freitag,09:17,U-0127,S-031,242,Handy,Playlist
E-04492,2026-06-12,Freitag,09:31,U-0177,S-064,241,Handy,Playlist
E-04493,2026-06-12,Freitag,09:51,U-0023,S-079,126,Handy,Autoplay
E-04494,2026-06-12,Freitag,10:29,U-0114,S-096,196,Handy,Suche
E-04495,2026-06-12,Freitag,10:45,U-0152,S-023,11,Handy,Suche
E-04496,2026-06-12,Freitag,11:29,U-0037,S-025,38,Smart Speaker,Autoplay
E-04497,2026-06-12,Freitag,11:54,U-0107,S-041,189,Desktop,Autoplay
E-04498,2026-06-12,Freitag,12:10,U-0151,S-013,174,Desktop,Playlist
E-04499,2026-06-12,Freitag,13:10,U-0063,s-004,156,Tablet,Album
E-04500,2026-06-12,Freitag,14:08,U-0047,S-009,223,Handy,Playlist
E-04501,2026-06-12,Freitag,14:31,U-0011,S-025,173,Desktop,Suche
E-04502,2026-06-12,Freitag,14:32,U-0070,S-041,109,Handy,Playlist
E-04503,2026-06-12,Freitag,15:00,U-0153,s-002,109,Tablet,Suche
E-04504,2026-06-12,Freitag,16:02,U-0063,S-047,264,Desktop,Suche
E-04505,2026-06-12,Freitag,16:16,U-0129,S-002,64,Handy,Playlist
E-04506,2026-06-12,Freitag,17:50,U-0032,S-079,200,Handy,Playlist
E-04507,2026-06-12,Freitag,18:00,U-0146,s-101,253,Tablet,Suche
E-04508,2026-06-12,Freitag,18:03,U-0038,S-120,442,Smart Speaker,Album
E-04509,2026-06-12,Freitag,18:11,U-0093,s-060,205,Tablet,Suche
E-04510,2026-06-12,Freitag,18:22,U-0106,S-105,202,Handy,Playlist
E-04511,2026-06-12,Freitag,18:32,U-0102,s-063,75,Tablet,Autoplay
E-04512,2026-06-12,Freitag,18:47,U-0063,S-024,3,Handy,Autoplay
E-04513,2026-06-12,Freitag,18:52,U-0124,S-016,205,Handy,Autoplay
E-04514,2026-06-12,Freitag,19:03,U-0062,s-002,152,Tablet,Playlist
E-04515,2026-06-12,Freitag,20:40,U-0020,S-035,169,Desktop,Suche
E-04516,2026-06-12,Freitag,21:51,U-0052,S-031,4,Desktop,Suche
E-04517,2026-06-12,Freitag,23:02,U-0010,S-011,164,Smart Speaker,Suche
E-04518,2026-06-12,Freitag,23:40,U-0182,S-111,246,Smart Speaker,Album
E-04519,2026-06-12,Freitag,23:40,U-0014,S-011,164,Smart Speaker,Autoplay
E-04520,2026-06-13,Samstag,06:20,U-0013,S-037,74,Handy,Suche
E-04521,2026-06-13,Samstag,06:27,U-0161,S-011,164,Handy,Playlist
E-04522,2026-06-13,Samstag,07:27,U-0040,S-092,204,Handy,Suche
E-04523,2026-06-13,Samstag,07:29,U-0107,S-078,208,Smart Speaker,Playlist
E-04524,2026-06-13,Samstag,07:46,U-0077,S-025,194,Handy,Album
E-04525,2026-06-13,Samstag,07:56,U-0092,S-092,23,Handy,Playlist
E-04526,2026-06-13,Samstag,08:10,U-0160,S-021,223,Handy,Playlist
E-04527,2026-06-13,Samstag,08:44,U-0152,S-096,196,Handy,Suche
E-04528,2026-06-13,Samstag,10:51,U-0103,s-070,6,Tablet,Autoplay
E-04529,2026-06-13,Samstag,11:44,U-0189,S-045,191,Handy,Playlist
E-04530,2026-06-13,Samstag,13:01,U-0121,S-002,152,Handy,Album
E-04531,2026-06-13,Samstag,13:44,U-0007,s-002,125,Tablet,Playlist
E-04532,2026-06-13,Samstag,14:10,U-0066,s-085,106,Tablet,Suche
E-04533,2026-06-13,Samstag,14:37,U-0111,S-074,182,Handy,Playlist
E-04534,2026-06-13,Samstag,15:08,U-0040,S-066,260,Desktop,Suche
E-04535,2026-06-13,Samstag,15:24,U-0177,S-041,48,Handy,Playlist
E-04536,2026-06-13,Samstag,16:24,U-0152,S-002,10,Handy,Autoplay
E-04537,2026-06-13,Samstag,16:43,U-0117,S-026,245,Desktop,Album
E-04538,2026-06-13,Samstag,17:04,U-0063,S-066,260,Handy,Playlist
E-04539,2026-06-13,Samstag,17:13,U-0200,S-041,172,Handy,Suche
E-04540,2026-06-13,Samstag,17:13,U-0151,S-041,189,Smart Speaker,Album
E-04541,2026-06-13,Samstag,17:15,U-0109,S-096,3,Smart Speaker,Album
E-04542,2026-06-13,Samstag,17:18,U-0129,S-029,49,Handy,Autoplay
E-04543,2026-06-13,Samstag,18:23,U-0176,s-041,189,Tablet,Playlist
E-04544,2026-06-13,Samstag,18:25,U-0057,S-011,164,Smart Speaker,Album
E-04545,2026-06-13,Samstag,18:54,U-0033,s-025,23,Tablet,Playlist
E-04546,2026-06-13,Samstag,19:09,U-0048,S-031,242,Handy,Suche
E-04547,2026-06-13,Samstag,21:37,U-0035,s-004,156,Tablet,Playlist
E-04548,2026-06-13,Samstag,21:54,U-0117,S-024,107,Smart Speaker,Suche
E-04549,2026-06-13,Samstag,21:58,U-0054,S-002,152,Desktop,Playlist
E-04550,2026-06-13,Samstag,22:05,U-0103,S-042,189,Smart Speaker,Autoplay
E-04551,2026-06-13,Samstag,23:24,U-0103,S-086,339,Handy,Autoplay
E-04552,2026-06-14,Sonntag,00:41,U-0152,S-047,21,Handy,Playlist
E-04553,2026-06-14,Sonntag,06:20,U-0063,S-064,34,Desktop,Suche
E-04554,2026-06-14,Sonntag,06:50,U-0032,S-060,61,Smart Speaker,Album
E-04555,2026-06-14,Sonntag,07:14,U-0042,S-091,216,Desktop,Playlist
E-04556,2026-06-14,Sonntag,08:02,U-0102,S-026,20,Smart Speaker,Autoplay
E-04557,2026-06-14,Sonntag,08:10,U-0093,S-021,223,Handy,Suche
E-04558,2026-06-14,Sonntag,08:35,U-0041,S-080,196,Handy,Playlist
E-04559,2026-06-14,Sonntag,09:39,U-0002,S-004,156,Handy,Playlist
E-04560,2026-06-14,Sonntag,09:41,U-0027,S-002,152,Smart Speaker,Playlist
E-04561,2026-06-14,Sonntag,09:47,U-0156,S-011,164,Handy,Autoplay
E-04562,2026-06-14,Sonntag,12:21,U-0036,S-114,6,Handy,Autoplay
E-04563,2026-06-14,Sonntag,12:36,U-0002,S-062,302,Handy,Album
E-04564,2026-06-14,Sonntag,12:50,U-0001,S-039,25,Handy,Autoplay
E-04565,2026-06-14,Sonntag,13:08,U-0031,S-061,235,Handy,Suche
E-04566,2026-06-14,Sonntag,13:19,U-0032,S-109,187,Desktop,Album
E-04567,2026-06-14,Sonntag,14:08,,s-012,169,Tablet,Playlist
E-04568,2026-06-14,Sonntag,16:09,U-0070,S-057,184,Smartphone,Autoplay
E-04569,2026-06-14,Sonntag,16:30,U-0046,S-032,9999,Handy,Suche
E-04570,2026-06-14,Sonntag,16:51,U-0007,s-114,324,Tablet,Playlist
E-04571,2026-06-14,Sonntag,16:59,U-0032,s-025,194,Tablet,Suche
E-04572,2026-06-14,Sonntag,17:08,U-0114,S-078,208,Smart Speaker,Playlist
E-04573,2026-06-14,Sonntag,17:16,U-0176,S-011,18,Handy,Suche
E-04574,2026-06-14,Sonntag,18:00,U-0170,S-062,302,Smart Speaker,Playlist
E-04575,2026-06-14,Sonntag,19:27,U-0092,s-090,73,Tablet,Album
E-04576,2026-06-14,Sonntag,19:33,U-0118,S-002,152,Desktop,Album
E-04577,2026-06-14,Sonntag,20:47,U-0052,S-041,14,Smart Speaker,Autoplay
E-04578,2026-06-14,Sonntag,20:48,U-0135,S-029,181,Smart Speaker,Autoplay
E-04579,2026-06-14,Sonntag,21:04,U-0116,s-078,208,Tablet,Autoplay
E-04580,2026-06-14,Sonntag,21:27,U-0219,S-048,285,Smart Speaker,Autoplay
E-04581,2026-06-14,Sonntag,21:41,U-0071,S-041,189,Desktop,Autoplay
E-04582,2026-06-14,Sonntag,21:47,U-0233,s-002,152,Tablet,Playlist
E-04583,2026-06-14,Sonntag,21:52,U-0058,S-096,196,Handy,Playlist
E-04584,2026-06-14,Sonntag,22:36,U-0002,S-041,12,Smart Speaker,Album
E-04585,2026-06-14,Sonntag,22:51,U-0047,S-116,9,Handy,Playlist
E-04586,2026-06-14,Sonntag,23:03,U-0068,S-050,9,handy,Playlist
E-04587,2026-06-14,Sonntag,23:44,U-0026,S-025,194,Handy,Autoplay
E-04588,2026-06-15,Montag,00:32,U-0132,S-064,9999,,Suche
E-04589,2026-06-15,Montag,07:06,U-0025,S-059,308,,Suche
E-04590,2026-06-15,Montag,07:18,U-0056,S-013,174,Handy,Playlist
E-04591,2026-06-15,Montag,07:32,U-0058,S-002,152,Smart Speaker,Playlist
E-04592,2026-06-15,Montag,08:11,U-0054,S-061,149,Desktop,Autoplay
E-04593,2026-06-15,Montag,08:11,U-0021,s-062,182,Tablet,Autoplay
E-04594,2026-06-15,Montag,08:22,U-0193,S-109,317,Desktop,Playlist
E-04595,2026-06-15,Montag,08:50,U-0111,S-043,157,Desktop,Playlist
E-04596,2026-06-15,Montag,08:51,U-0149,S-080,196,Handy,Playlist
E-04597,2026-06-15,Montag,10:49,U-0199,s-095,24,Tablet,Playlist
E-04598,2026-06-15,Montag,12:18,U-0025,S-011,145,Smartphone,Playlist
E-04599,2026-06-15,Montag,12:37,U-0168,S-041,78,Handy,Autoplay
E-04600,2026-06-15,Montag,13:02,U-0038,S-062,302,Smart Speaker,Autoplay
E-04601,2026-06-15,Montag,14:04,U-0176,S-096,196,Handy,Autoplay
E-04602,2026-06-15,Montag,14:14,U-0169,S-032,239,Handy,Playlist
E-04603,2026-06-15,Montag,14:19,U-0091,S-085,94,Handy,Playlist
E-04604,2026-06-15,Montag,15:36,U-0030,S-082,7,Handy,Autoplay
E-04605,2026-06-15,Montag,17:34,U-0033,S-021,223,Handy,Playlist
E-04606,2026-06-15,Montag,17:47,U-0065,S-044,73,Smart Speaker,Suche
E-04607,2026-06-15,Montag,17:59,U-0120,s-011,26,Tablet,Suche
E-04608,2026-06-15,Montag,20:31,U-0119,s-032,136,Tablet,Playlist
E-04609,2026-06-15,Montag,20:34,U-0118,S-116,208,Smart Speaker,Suche
E-04610,2026-06-15,Montag,20:56,U-0063,S-064,241,Handy,Autoplay
E-04611,2026-06-15,Montag,20:56,U-0060,S-087,22,Smart Speaker,Autoplay
E-04612,2026-06-15,Montag,21:24,U-0005,S-041,13,Handy,Suche
E-04613,2026-06-15,Montag,21:28,U-0023,S-064,210,Handy,Album
E-04614,2026-06-15,Montag,22:06,U-0108,S-103,162,Handy,Autoplay
E-04615,2026-06-15,Montag,23:17,U-0183,S-033,241,Handy,Autoplay
E-04616,2026-06-16,Dienstag,01:51,U-0183,s-075,356,Tablet,Autoplay
E-04617,2026-06-16,Dienstag,06:21,U-0026,S-107,301,Handy,Playlist
E-04618,2026-06-16,Dienstag,07:10,U-0048,S-004,111,Handy,Playlist
E-04619,2026-06-16,Dienstag,08:38,U-0117,S-011,164,Desktop,Album
E-04620,2026-06-16,Dienstag,08:40,U-0037,S-086,339,Handy,Suche
E-04621,2026-06-16,Dienstag,08:58,U-0063,S-025,194,Smart Speaker,Playlist
E-04622,2026-06-16,Dienstag,09:08,U-0058,S-011,3,Smart Speaker,Playlist
E-04623,2026-06-16,Dienstag,10:20,U-0028,S-061,209,Desktop,Playlist
E-04624,2026-06-16,Dienstag,10:57,U-0095,S-041,189,Handy,Playlist
E-04625,2026-06-16,Dienstag,11:31,U-0151,S-085,253,Desktop,Suche
E-04626,2026-06-16,Dienstag,12:20,U-0182,S-064,241,Handy,Suche
E-04627,2026-06-16,Dienstag,13:01,U-0035,S-024,12,Desktop,Album
E-04628,2026-06-16,Dienstag,13:28,U-0166,S-118,345,Handy,Album
E-04629,2026-06-16,Dienstag,14:01,U-0115,S-013,174,Handy,Playlist
E-04630,2026-06-16,Dienstag,14:07,U-0116,s-031,242,Tablet,Suche
E-04631,2026-06-16,Dienstag,14:54,U-0037,S-002,152,Handy,Playlist
E-04632,2026-06-16,Dienstag,15:03,U-0103,S-045,191,Desktop,Autoplay
E-04633,2026-06-16,Dienstag,15:05,U-0105,S-070,200,Desktop,Playlist
E-04634,2026-06-16,Dienstag,15:20,U-0118,S-025,93,Desktop,Playlist
E-04635,2026-06-16,Dienstag,16:13,U-0102,S-044,160,Smart Speaker,Playlist
E-04636,2026-06-16,Dienstag,16:26,U-0066,S-094,211,Handy,Playlist
E-04637,2026-06-16,Dienstag,18:52,U-0173,S-041,136,Handy,Album
E-04638,2026-06-16,Dienstag,19:02,U-0063,S-061,318,Smart Speaker,Autoplay
E-04639,2026-06-16,Dienstag,19:18,U-0049,S-041,8,Handy,Playlist
E-04640,2026-06-16,Dienstag,19:57,U-0031,S-078,80,Desktop,Playlist
E-04641,2026-06-16,Dienstag,20:16,U-0170,S-046,273,Handy,Suche
E-04642,2026-06-16,Dienstag,20:31,U-0068,S-047,264,Desktop,Playlist
E-04643,2026-06-16,Dienstag,20:42,U-0132,S-078,20,Smart Speaker,Autoplay
E-04644,2026-06-16,Dienstag,20:47,U-0059,S-018,189,Desktop,Album
E-04645,2026-06-16,Dienstag,21:39,U-0037,S-025,194,,Suche
E-04646,2026-06-16,Dienstag,21:47,U-0107,S-002,152,Smart Speaker,Playlist
E-04647,2026-06-16,Dienstag,22:17,,S-082,207,Smart Speaker,Album
E-04648,2026-06-16,Dienstag,23:44,U-0051,S-011,154,Handy,Playlist
E-04649,2026-06-16,Dienstag,23:46,U-0132,S-081,362,Handy,Suche
E-04650,2026-06-16,Dienstag,23:48,U-0087,S-002,152,Smartphone,Album
E-04651,2026-06-17,Mittwoch,06:20,U-0119,S-066,16,Desktop,Autoplay
E-04652,2026-06-17,Mittwoch,07:19,U-0007,S-085,203,Handy,Playlist
E-04653,2026-06-17,Mittwoch,07:40,U-0170,S-062,302,Handy,Playlist
E-04654,2026-06-17,Mittwoch,09:25,U-0031,S-069,226,Handy,Playlist
E-04655,2026-06-17,Mittwoch,10:16,U-0150,S-004,120,Smart Speaker,Autoplay
E-04656,2026-06-17,Mittwoch,10:24,U-0124,S-004,156,Desktop,Autoplay
E-04657,2026-06-17,Mittwoch,11:46,U-0152,S-094,11,Desktop,Autoplay
E-04658,2026-06-17,Mittwoch,12:02,U-0062,S-025,13,,Autoplay
E-04659,2026-06-17,Mittwoch,12:10,U-0026,S-025,20,Handy,Playlist
E-04660,2026-06-17,Mittwoch,12:29,U-0063,S-002,152,Handy,Playlist
E-04661,2026-06-17,Mittwoch,12:56,U-0023,S-044,160,Handy,Suche
E-04662,2026-06-17,Mittwoch,12:58,U-0164,S-041,189,Smart Speaker,Autoplay
E-04663,2026-06-17,Mittwoch,13:23,U-0063,s-070,319,Tablet,Autoplay
E-04664,2026-06-17,Mittwoch,14:00,U-0047,S-118,440,Handy,Playlist
E-04665,2026-06-17,Mittwoch,15:20,U-0161,S-064,241,Desktop,Playlist
E-04666,2026-06-17,Mittwoch,15:37,U-0169,S-095,6,Handy,Autoplay
E-04667,2026-06-17,Mittwoch,16:26,U-0176,S-002,119,Desktop,Autoplay
E-04668,2026-06-17,Mittwoch,18:07,U-0038,S-088,237,Smart Speaker,Autoplay
E-04669,2026-06-17,Mittwoch,18:32,,s-029,100,Tablet,Album
E-04670,2026-06-17,Mittwoch,18:55,U-0103,S-008,212,Smart Speaker,Playlist
E-04671,2026-06-17,Mittwoch,19:09,U-0014,s-081,362,Tablet,Playlist
E-04672,2026-06-17,Mittwoch,19:30,U-0186,s-027,66,Tablet,Album
E-04673,2026-06-17,Mittwoch,19:46,U-0200,s-031,26,Tablet,Suche
E-04674,2026-06-17,Mittwoch,19:50,U-0043,s-118,440,Tablet,Autoplay
E-04675,2026-06-17,Mittwoch,22:25,U-0152,S-078,190,Smart Speaker,Playlist
E-04676,2026-06-17,Mittwoch,22:39,U-0103,S-002,6,Smart Speaker,Autoplay
E-04677,2026-06-17,Mittwoch,23:25,U-0062,S-064,241,Smart Speaker,Album
E-04678,2026-06-18,Donnerstag,07:49,U-0095,S-031,10,Handy,Autoplay
E-04679,2026-06-18,Donnerstag,08:04,U-0111,S-109,317,Handy,Playlist
E-04680,2026-06-18,Donnerstag,08:06,U-0097,S-041,123,Handy,Album
E-04681,2026-06-18,Donnerstag,08:07,U-0110,S-107,301,Handy,Album
E-04682,2026-06-18,Donnerstag,08:12,U-0152,S-066,15,Handy,Autoplay
E-04683,2026-06-18,Donnerstag,09:02,U-0070,S-102,230,Handy,Suche
E-04684,2026-06-18,Donnerstag,09:13,U-0155,S-026,245,Handy,Playlist
E-04685,2026-06-18,Donnerstag,09:23,U-0107,S-112,179,Handy,Album
E-04686,2026-06-18,Donnerstag,09:42,U-0105,S-020,162,Handy,Suche
E-04687,2026-06-18,Donnerstag,09:47,U-0151,S-064,241,Smart Speaker,Album
E-04688,2026-06-18,Donnerstag,11:55,U-0038,S-011,164,Smart Speaker,Playlist
E-04689,2026-06-18,Donnerstag,12:06,U-0007,S-002,152,Desktop,Suche
E-04690,2026-06-18,Donnerstag,12:27,U-0071,S-041,43,Handy,Album
E-04691,2026-06-18,Donnerstag,15:31,U-0063,S-055,316,Smart Speaker,Autoplay
E-04692,2026-06-18,Donnerstag,15:43,U-0096,S-074,281,Handy,Suche
E-04693,2026-06-18,Donnerstag,16:12,U-0100,S-031,184,Desktop,Suche
E-04694,2026-06-18,Donnerstag,16:15,U-0025,S-064,182,Desktop,Playlist
E-04695,2026-06-18,Donnerstag,18:00,U-0039,S-062,302,Handy,Autoplay
E-04696,2026-06-18,Donnerstag,18:19,U-0151,S-100,256,Smart Speaker,Autoplay
E-04697,2026-06-18,Donnerstag,18:20,U-0164,s-111,8,Tablet,Suche
E-04698,2026-06-18,Donnerstag,18:20,U-0037,S-031,242,Handy,Suche
E-04699,2026-06-18,Donnerstag,18:32,U-0151,S-025,194,Desktop,Album
E-04700,2026-06-18,Donnerstag,18:49,U-0219,S-032,239,Smart Speaker,Album
E-04701,2026-06-18,Donnerstag,19:30,U-0097,S-022,157,Smart Speaker,Suche
E-04702,2026-06-18,Donnerstag,19:38,U-0063,s-088,237,Tablet,Playlist
E-04703,2026-06-18,Donnerstag,19:54,,S-083,3,Handy,Playlist
E-04704,2026-06-18,Donnerstag,20:56,U-0013,S-002,24,Smart Speaker,Playlist
E-04705,2026-06-18,Donnerstag,22:42,U-0054,S-002,152,Smart Speaker,Autoplay
E-04706,2026-06-18,Donnerstag,23:34,U-0160,s-041,25,Tablet,Autoplay
E-04707,2026-06-18,Donnerstag,23:50,U-0035,S-057,308,Smart Speaker,Playlist
E-04708,2026-06-19,Freitag,07:31,U-0123,S-032,124,Handy,Autoplay
E-04709,2026-06-19,Freitag,07:33,U-0043,S-046,273,,Suche
E-04710,2026-06-19,Freitag,08:07,U-0007,S-062,302,,Playlist
E-04711,2026-06-19,Freitag,08:29,U-0176,s-037,226,Tablet,Autoplay
E-04712,2026-06-19,Freitag,10:00,U-0092,S-086,339,Desktop,Album
E-04713,2026-06-19,Freitag,10:24,U-0100,S-011,164,Handy,Suche
E-04714,2026-06-19,Freitag,10:44,U-0159,S-059,113,Smartphone,Playlist
E-04715,2026-06-19,Freitag,11:11,U-0200,S-011,44,Handy,Album
E-04716,2026-06-19,Freitag,11:18,U-0052,S-057,308,Desktop,Playlist
E-04717,2026-06-19,Freitag,12:00,U-0070,S-064,192,Desktop,Playlist
E-04718,2026-06-19,Freitag,12:10,,S-040,150,Smart Speaker,Suche
E-04719,2026-06-19,Freitag,12:37,U-0095,S-026,245,Desktop,Album
E-04720,2026-06-19,Freitag,13:38,U-0093,S-085,174,Desktop,Playlist
E-04721,2026-06-19,Freitag,13:48,U-0151,S-041,189,Desktop,Playlist
E-04722,2026-06-19,Freitag,14:06,U-0070,S-002,152,handy,Album
